student_id,days_engaged,minutes_watched,engaged_with_quizzes,engaged_with_exams,engaged_with_qa,paid
259048,1.0,0.6,False,False,False,False
259049,0.0,0.0,False,False,False,False
259050,0.0,0.0,False,False,False,False
259051,1.0,0.4,False,False,False,False
259052,0.0,0.0,False,False,False,False
259053,0.0,0.0,False,False,False,False
259054,5.0,69.5,True,False,False,True
259055,1.0,2.0,False,False,False,False
259056,1.0,0.5,False,False,False,False
259057,1.0,8.4,True,False,False,False
259058,1.0,1.2,False,False,False,False
259059,1.0,4.3,False,False,False,False
259060,3.0,30.2,True,False,False,False
259061,0.0,0.0,False,False,False,False
259062,1.0,9.5,True,False,False,False
259063,1.0,4.7,False,False,False,False
259064,0.0,0.0,False,False,False,False
259065,1.0,0.4,False,False,False,False
259066,0.0,0.0,False,False,False,False
259067,1.0,59.8,True,True,False,False
259068,2.0,46.6,True,False,False,False
259069,1.0,1.0,True,False,False,False
259070,19.0,715.1,True,False,False,True
259071,2.0,53.6,True,False,False,False
259072,1.0,1.8,False,False,False,False
259073,0.0,0.0,False,False,False,False
259074,0.0,0.0,False,False,False,False
259075,0.0,0.0,False,False,False,False
259076,0.0,0.0,False,False,False,False
259077,1.0,10.2,False,False,False,False
259078,1.0,0.9,False,False,False,False
259079,1.0,0.2,False,False,False,False
259080,3.0,156.4,True,True,False,False
259081,0.0,0.0,False,False,False,False
259082,0.0,0.0,False,False,False,False
259083,0.0,0.0,False,False,False,False
259084,2.0,17.0,False,False,False,False
259085,1.0,0.9,False,False,False,False
259086,1.0,5.3,False,False,False,False
259088,5.0,86.5,True,True,False,False
259089,0.0,0.0,False,False,False,False
259090,1.0,10.0,True,False,False,False
259091,0.0,0.0,False,False,False,False
259092,0.0,0.0,False,False,False,False
259093,2.0,99.1,False,True,False,False
259094,0.0,0.0,False,False,False,False
259095,1.0,0.1,False,False,False,False
259096,0.0,0.0,False,False,False,False
259097,1.0,12.2,True,False,False,False
259098,2.0,20.1,True,False,False,False
259099,1.0,1.1,False,False,False,False
259100,0.0,0.0,False,False,False,False
259101,2.0,1.9000000000000001,False,False,False,False
259102,1.0,0.2,False,False,False,False
259103,1.0,13.7,False,False,False,False
259104,1.0,0.7,False,False,False,False
259105,7.0,128.0,True,True,False,False
259106,75.0,2862.2,True,True,False,True
259107,0.0,0.0,False,False,False,False
259108,4.0,28.099999999999998,True,False,False,False
259109,0.0,0.0,False,False,False,False
259110,3.0,68.6,True,True,False,False
259111,0.0,0.0,False,False,False,False
259112,0.0,0.0,False,False,False,False
259113,1.0,0.4,True,False,False,False
259114,1.0,2.0,False,False,False,False
259115,1.0,0.7,False,False,False,False
259116,1.0,37.9,True,False,False,False
259117,0.0,0.0,False,False,False,False
259118,4.0,98.1,True,True,False,False
259119,0.0,0.0,False,False,False,False
259120,0.0,0.0,False,False,False,False
259121,2.0,60.0,True,True,False,False
259122,0.0,0.0,False,False,False,False
259123,3.0,66.0,True,False,False,False
259124,0.0,0.0,False,False,False,False
259125,1.0,5.6,True,False,False,False
259126,1.0,4.9,False,False,False,False
259127,1.0,2.1,False,False,False,False
259129,0.0,0.0,False,False,False,False
259130,0.0,0.0,False,False,False,False
259131,0.0,0.0,False,False,False,False
259132,3.0,5.8999999999999995,False,False,False,False
259133,1.0,2.4,False,False,False,False
259134,1.0,13.6,True,False,False,False
259135,0.0,0.0,False,False,False,False
259136,0.0,0.0,False,False,False,False
259137,1.0,6.0,False,False,False,False
259138,1.0,12.6,False,False,False,False
259139,0.0,0.0,False,False,False,False
259140,0.0,0.0,False,False,False,False
259141,0.0,0.0,False,False,False,False
259142,0.0,0.0,False,False,False,False
259143,2.0,24.200000000000003,True,False,False,False
259144,1.0,3.0,False,False,False,False
259145,1.0,0.3,False,False,False,False
259146,1.0,3.3,False,False,False,False
259147,0.0,0.0,False,False,False,False
259149,1.0,38.2,True,False,False,False
259150,1.0,0.2,False,False,False,False
259151,0.0,0.0,False,False,False,False
259152,2.0,10.7,True,False,False,False
259153,0.0,0.0,False,False,False,False
259154,0.0,0.0,False,False,False,False
259155,7.0,377.9,True,True,False,False
259156,1.0,2.4,False,False,False,False
259157,0.0,0.0,False,False,False,False
259158,1.0,0.5,False,False,False,False
259159,0.0,0.0,False,False,False,False
259160,1.0,1.0,False,True,False,False
259161,0.0,0.0,False,False,False,False
259162,0.0,0.0,False,False,False,False
259163,0.0,0.0,False,False,False,False
259164,1.0,0.7,False,False,False,False
259165,1.0,0.2,False,False,False,False
259166,1.0,0.0,True,False,False,False
259167,2.0,10.5,True,False,False,False
259168,0.0,0.0,False,False,False,False
259169,0.0,0.0,False,False,False,False
259170,1.0,1.2,False,False,False,False
259171,7.0,317.7,True,True,False,True
259172,1.0,7.4,True,False,False,False
259173,0.0,0.0,False,False,False,False
259174,98.0,5022.6,True,True,True,True
259175,0.0,0.0,False,False,False,False
259176,0.0,0.0,False,False,False,False
259177,0.0,0.0,False,False,False,False
259178,3.0,44.4,True,True,False,False
259180,4.0,50.1,False,False,False,False
259181,1.0,0.1,False,False,False,False
259182,0.0,0.0,False,False,False,False
259183,2.0,18.3,True,False,False,False
259184,1.0,0.1,False,False,False,False
259185,0.0,0.0,False,False,False,False
259186,0.0,0.0,False,False,False,False
259187,2.0,9.5,True,False,False,False
259188,1.0,4.3,True,False,False,False
259189,0.0,0.0,False,False,False,False
259190,2.0,12.6,True,False,False,True
259191,1.0,1.0,False,False,False,False
259192,1.0,0.4,False,False,False,False
259193,0.0,0.0,False,False,False,False
259194,0.0,0.0,False,False,False,False
259195,1.0,32.2,True,False,False,False
259196,1.0,3.2,False,False,False,False
259198,7.0,52.5,False,False,False,False
259199,1.0,19.4,True,False,False,False
259200,0.0,0.0,False,False,False,False
259201,1.0,2.0,False,False,False,False
259202,0.0,0.0,False,False,False,False
259203,2.0,15.7,True,False,False,False
259204,1.0,0.3,False,False,False,False
259205,2.0,9.8,True,False,False,False
259206,0.0,0.0,False,False,False,False
259207,2.0,1.0,False,False,False,False
259208,0.0,0.0,False,False,False,False
259209,6.0,245.29999999999998,True,True,False,True
259210,2.0,43.599999999999994,True,False,False,False
259211,4.0,44.9,True,False,False,False
259212,0.0,0.0,False,False,False,False
259213,1.0,1.4,False,False,False,False
259214,1.0,0.2,False,True,False,False
259215,0.0,0.0,False,False,False,False
259216,0.0,0.0,False,False,False,False
259217,1.0,8.2,True,False,False,False
259218,0.0,0.0,False,False,False,False
259219,0.0,0.0,False,False,False,False
259220,0.0,0.0,False,False,False,False
259221,0.0,0.0,False,False,False,False
259222,1.0,0.1,False,False,False,False
259223,1.0,0.7,False,False,False,False
259224,0.0,0.0,False,False,False,False
259225,1.0,0.6,False,False,False,False
259226,2.0,6.3,False,True,False,False
259227,0.0,0.0,False,False,False,False
259228,0.0,0.0,False,False,False,False
259229,4.0,2.7,True,False,False,False
259230,0.0,0.0,False,False,False,False
259231,1.0,0.1,False,False,False,False
259232,1.0,34.7,False,True,False,False
259233,1.0,68.8,True,True,False,False
259234,0.0,0.0,False,False,False,False
259235,0.0,0.0,False,False,False,False
259236,0.0,0.0,False,False,False,False
259237,0.0,0.0,False,False,False,False
259238,0.0,0.0,False,False,False,False
259239,2.0,51.3,True,True,False,False
259240,2.0,2.6,False,False,False,False
259241,0.0,0.0,False,False,False,False
259242,1.0,9.2,True,False,False,False
259243,0.0,0.0,False,False,False,False
259244,1.0,110.0,True,False,False,False
259245,0.0,0.0,False,False,False,False
259246,1.0,30.9,True,False,False,False
259247,3.0,75.2,False,True,False,False
259248,0.0,0.0,False,False,False,False
259249,0.0,0.0,False,False,False,False
259250,1.0,6.5,False,False,False,False
259251,0.0,0.0,False,False,False,False
259252,0.0,0.0,False,False,False,False
259253,0.0,0.0,False,False,False,False
259254,4.0,43.4,True,False,False,False
259255,0.0,0.0,False,False,False,False
259256,0.0,0.0,False,False,False,False
259257,1.0,0.0,False,True,False,False
259258,44.0,1400.4,True,True,False,True
259259,0.0,0.0,False,False,False,False
259260,5.0,95.1,True,True,False,True
259261,2.0,16.6,True,False,False,False
259262,43.0,993.1,True,True,True,True
259263,0.0,0.0,False,False,False,False
259264,2.0,64.5,True,True,False,False
259265,0.0,0.0,False,False,False,False
259266,1.0,10.8,False,True,False,False
259267,1.0,11.5,True,False,False,False
259268,20.0,1393.7,True,True,False,True
259269,2.0,24.1,True,False,False,False
259270,0.0,0.0,False,False,False,False
259271,2.0,13.1,True,True,False,False
259272,0.0,0.0,False,False,False,False
259273,2.0,27.7,True,False,False,True
259274,1.0,0.6,False,False,False,False
259275,1.0,0.5,False,False,False,False
259276,1.0,19.2,False,True,False,False
259277,0.0,0.0,False,False,False,False
259278,2.0,22.5,True,False,False,False
259279,0.0,0.0,False,False,False,False
259280,0.0,0.0,False,False,False,False
259282,0.0,0.0,False,False,False,False
259283,103.0,1815.5,True,True,True,True
259284,3.0,143.5,True,True,False,False
259285,0.0,0.0,False,False,False,False
259286,1.0,1.1,False,False,False,False
259287,0.0,0.0,False,False,False,False
259288,0.0,0.0,False,False,False,False
259289,1.0,35.4,True,False,False,False
259290,0.0,0.0,False,False,False,False
259291,0.0,0.0,False,False,False,False
259292,0.0,0.0,False,False,False,False
259293,0.0,0.0,False,False,False,False
259294,0.0,0.0,False,False,False,False
259295,0.0,0.0,False,False,False,False
259296,0.0,0.0,False,False,False,False
259297,5.0,238.9,True,True,False,False
259298,1.0,1.9,False,False,False,False
259299,1.0,6.6,True,False,False,False
259300,25.0,470.3,True,True,False,True
259301,0.0,0.0,False,False,False,False
259302,0.0,0.0,False,False,False,False
259303,0.0,0.0,False,False,False,False
259304,0.0,0.0,False,False,False,False
259305,16.0,571.3,True,True,False,True
259306,1.0,0.3,False,False,False,False
259307,2.0,3.2,False,False,False,False
259308,0.0,0.0,False,False,False,False
259309,0.0,0.0,False,False,False,False
259310,0.0,0.0,False,False,False,False
259311,1.0,0.3,False,False,False,False
259312,0.0,0.0,False,False,False,False
259313,0.0,0.0,False,False,False,False
259314,0.0,0.0,False,False,False,False
259315,1.0,0.6,False,False,False,False
259316,1.0,0.2,False,False,False,False
259317,3.0,24.8,False,False,False,False
259318,1.0,102.1,True,True,False,False
259319,1.0,0.1,False,False,False,False
259320,0.0,0.0,False,False,False,False
259321,0.0,0.0,False,False,False,False
259322,1.0,43.8,True,False,False,False
259323,0.0,0.0,False,False,False,False
259324,0.0,0.0,False,False,False,False
259325,1.0,0.1,False,False,False,False
259326,1.0,2.9,False,False,False,False
259327,0.0,0.0,False,False,False,False
259328,2.0,63.199999999999996,True,True,False,False
259329,2.0,1.1,False,False,False,False
259330,0.0,0.0,False,False,False,False
259331,0.0,0.0,False,False,False,False
259332,0.0,0.0,False,False,False,False
259333,1.0,15.4,False,False,False,False
259334,0.0,0.0,False,False,False,False
259335,0.0,0.0,False,False,False,False
259336,0.0,0.0,False,False,False,False
259337,1.0,0.1,False,False,False,False
259338,0.0,0.0,False,False,False,False
259339,0.0,0.0,False,False,False,False
259340,0.0,0.0,False,False,False,False
259341,0.0,0.0,False,False,False,False
259342,0.0,0.0,False,False,True,False
259343,1.0,11.0,True,False,False,False
259344,1.0,8.8,True,False,False,False
259345,1.0,13.0,True,False,False,False
259346,0.0,0.0,False,False,False,False
259347,0.0,0.0,False,False,False,False
259348,0.0,0.0,False,False,False,False
259349,1.0,1.7,False,False,False,False
259350,5.0,365.7,True,False,False,False
259351,2.0,1.5999999999999999,False,False,False,False
259352,0.0,0.0,False,False,False,False
259353,0.0,0.0,False,False,False,False
259354,3.0,72.4,True,False,False,False
259355,1.0,0.1,False,False,False,False
259356,2.0,8.100000000000001,False,False,False,False
259357,0.0,0.0,False,False,False,False
259358,0.0,0.0,False,False,False,False
259359,0.0,0.0,False,False,False,False
259360,1.0,3.1,False,False,False,False
259361,6.0,204.1,True,True,False,True
259362,0.0,0.0,False,False,False,False
259363,0.0,0.0,False,False,False,False
259364,4.0,41.9,True,False,False,False
259365,1.0,0.4,False,False,False,False
259366,2.0,68.4,True,True,False,False
259367,0.0,0.0,False,False,False,False
259369,0.0,0.0,False,False,False,False
259370,0.0,0.0,False,False,False,False
259371,1.0,0.3,True,False,False,False
259372,1.0,1.5,False,False,False,False
259373,0.0,0.0,False,False,False,False
259374,1.0,39.3,True,False,False,False
259375,0.0,0.0,False,False,False,False
259376,0.0,0.0,False,False,False,False
259377,0.0,0.0,False,False,False,False
259378,2.0,26.4,True,False,False,False
259379,1.0,0.1,False,False,False,False
259380,0.0,0.0,False,False,False,False
259381,0.0,0.0,False,False,False,False
259382,1.0,1.2,False,False,False,False
259383,4.0,20.3,True,False,False,False
259384,3.0,66.9,False,True,False,False
259385,1.0,2.2,False,False,False,False
259386,1.0,0.2,False,False,False,False
259387,1.0,2.2,False,False,False,False
259388,1.0,0.2,False,False,False,False
259389,0.0,0.0,False,False,False,False
259390,2.0,37.3,True,False,False,False
259391,0.0,0.0,False,False,True,False
259392,0.0,0.0,False,False,False,False
259393,7.0,72.9,True,True,False,False
259394,0.0,0.0,False,False,False,False
259395,3.0,45.3,True,False,False,False
259396,0.0,0.0,False,False,False,False
259397,0.0,0.0,False,False,False,False
259398,6.0,358.1,True,True,False,False
259399,0.0,0.0,False,False,False,False
259400,1.0,23.5,False,True,False,False
259401,2.0,64.80000000000001,True,True,False,False
259402,4.0,10.4,True,False,False,False
259403,1.0,0.0,True,False,False,False
259404,0.0,0.0,False,False,False,False
259405,0.0,0.0,False,False,False,False
259406,0.0,0.0,False,False,False,False
259407,1.0,2.2,False,False,False,False
259408,7.0,485.0,True,True,False,True
259409,0.0,0.0,False,False,False,False
259410,1.0,12.3,True,False,False,False
259411,0.0,0.0,False,False,False,False
259412,2.0,14.299999999999999,False,False,False,False
259413,0.0,0.0,False,False,False,False
259414,0.0,0.0,False,False,False,False
259416,0.0,0.0,False,False,False,False
259417,0.0,0.0,False,False,False,False
259418,5.0,26.4,True,False,False,False
259419,0.0,0.0,False,False,False,False
259420,0.0,0.0,False,False,False,False
259421,1.0,0.1,False,False,False,False
259422,2.0,2.8000000000000003,False,False,False,False
259423,0.0,0.0,False,False,False,False
259424,2.0,1.0,False,False,False,False
259425,0.0,0.0,False,False,False,False
259426,3.0,28.4,True,False,False,False
259427,11.0,111.89999999999999,True,False,False,False
259428,0.0,0.0,False,False,False,False
259429,60.0,1339.2,True,True,False,True
259430,0.0,0.0,False,False,False,False
259431,0.0,0.0,False,False,False,False
259432,0.0,0.0,False,False,False,False
259433,1.0,10.6,True,False,False,False
259434,0.0,0.0,False,False,False,False
259435,2.0,43.300000000000004,True,False,False,False
259436,3.0,78.2,False,False,False,False
259437,6.0,99.2,False,False,False,True
259438,0.0,0.0,False,False,False,False
259439,0.0,0.0,False,False,False,False
259440,1.0,3.5,False,False,False,False
259441,2.0,18.2,True,False,False,False
259442,1.0,3.9,False,False,False,False
259443,1.0,0.1,False,False,False,False
259444,0.0,0.0,False,False,False,False
259445,2.0,92.1,True,True,False,False
259446,1.0,27.8,True,False,False,False
259447,3.0,199.8,True,True,False,True
259448,0.0,0.0,False,False,False,False
259449,0.0,0.0,False,False,False,False
259450,0.0,0.0,False,False,False,False
259451,2.0,55.599999999999994,True,True,False,False
259452,1.0,0.1,False,False,False,False
259453,0.0,0.0,False,False,False,False
259454,4.0,102.9,False,True,False,False
259456,1.0,0.1,False,False,False,False
259457,1.0,14.8,True,False,False,False
259458,1.0,0.5,False,False,False,False
259459,1.0,0.8,False,False,False,False
259460,4.0,9.7,True,False,False,False
259461,0.0,0.0,False,False,False,False
259462,2.0,56.599999999999994,True,True,False,False
259463,1.0,0.1,False,False,False,False
259464,1.0,26.8,True,False,False,True
259465,1.0,32.3,True,False,False,False
259466,0.0,0.0,False,False,False,False
259467,0.0,0.0,False,False,False,False
259468,0.0,0.0,False,False,False,False
259469,0.0,0.0,False,False,False,False
259470,0.0,0.0,False,False,False,False
259471,0.0,0.0,False,False,False,False
259472,0.0,0.0,False,False,False,False
259473,6.0,122.5,False,False,False,True
259474,9.0,119.4,True,False,False,False
259475,0.0,0.0,False,False,False,False
259476,6.0,90.8,True,False,False,True
259477,1.0,1.2,False,False,False,False
259478,2.0,25.6,False,False,False,False
259479,0.0,0.0,False,False,False,False
259480,1.0,0.1,False,False,False,False
259481,0.0,0.0,False,False,False,False
259482,5.0,428.9,True,True,False,False
259483,19.0,109.0,True,True,False,True
259484,1.0,0.1,False,False,False,False
259485,1.0,0.1,False,False,False,False
259486,5.0,46.1,True,True,False,True
259487,2.0,73.6,True,False,False,False
259488,1.0,0.9,False,False,False,False
259489,1.0,44.8,True,False,False,False
259490,1.0,1.1,False,False,False,False
259491,3.0,105.7,True,True,False,True
259492,0.0,0.0,False,False,False,False
259494,16.0,944.7,True,True,False,True
259495,0.0,0.0,False,False,False,False
259496,1.0,2.4,False,False,False,False
259497,1.0,5.0,False,False,False,False
259498,0.0,0.0,False,False,False,False
259499,0.0,0.0,False,False,False,False
259500,0.0,0.0,False,False,False,False
259501,1.0,0.1,False,False,False,False
259502,0.0,0.0,False,False,False,False
259503,2.0,7.3,False,False,False,False
259504,50.0,2899.1,True,True,False,True
259505,0.0,0.0,False,False,False,False
259506,15.0,592.0999999999999,True,False,False,True
259507,1.0,0.1,False,False,False,False
259508,0.0,0.0,False,False,False,False
259509,0.0,0.0,False,False,False,False
259510,13.0,218.6,True,True,False,True
259511,0.0,0.0,False,False,False,False
259512,0.0,0.0,False,False,False,False
259513,1.0,9.7,True,False,False,False
259514,0.0,0.0,False,False,False,False
259515,1.0,1.8,False,False,False,False
259516,0.0,0.0,False,False,False,False
259517,1.0,2.3,False,False,False,False
259518,5.0,39.3,True,False,False,False
259519,5.0,91.6,True,True,False,False
259520,1.0,3.0,False,False,False,False
259521,0.0,0.0,False,False,False,False
259522,0.0,0.0,False,False,False,False
259523,12.0,294.3,True,True,False,True
259524,51.0,2870.1,True,True,True,True
259525,1.0,7.5,True,False,False,False
259526,0.0,0.0,False,False,False,False
259527,0.0,0.0,False,False,False,False
259528,1.0,1.1,True,False,False,False
259529,1.0,0.2,False,False,False,False
259530,1.0,2.1,False,False,False,False
259531,0.0,0.0,False,False,False,False
259532,0.0,0.0,False,False,False,False
259533,25.0,1262.1,True,True,False,True
259534,2.0,10.399999999999999,True,False,False,True
259535,1.0,0.3,False,False,False,False
259536,1.0,0.3,False,False,False,False
259537,1.0,0.8,False,False,False,False
259538,1.0,2.2,False,False,False,False
