,student_id,minutes_watched,engagement_quizzes,engagement_exams,engagement_lessons
271,259269,24.1,2,0,2
272,259271,13.1,1,1,2
273,259273,27.7,1,0,2
274,259274,0.6,0,0,1
275,259275,0.5,0,0,1
276,259276,19.2,0,1,1
277,259278,22.5,2,0,2
278,259283,1815.5,35,23,102
279,259284,143.5,2,2,3
280,259286,1.1,0,0,1
281,259289,35.4,1,0,1
282,259297,238.9,3,3,5
283,259298,1.9,0,0,1
284,259299,6.6,1,0,1
285,259300,470.3,10,2,25
286,259305,571.3,2,5,16
287,259306,0.3,0,0,1
288,259307,3.2,0,0,2
289,259311,0.3,0,0,1
290,259315,0.6,0,0,1
291,259316,0.2,0,0,1
292,259317,24.8,0,0,3
293,259318,102.1,1,1,1
294,259319,0.1,0,0,1
295,259322,43.8,1,0,1
296,259325,0.1,0,0,1
297,259326,2.9,0,0,1
298,259328,63.199999999999996,2,2,2
299,259329,1.1,0,0,2
300,259333,15.4,0,0,1
301,259337,0.1,0,0,1
302,259343,11.0,1,0,1
303,259344,8.8,1,0,1
304,259345,13.0,1,0,1
305,259349,1.7,0,0,1
306,259350,365.7,2,0,5
307,259351,1.5999999999999999,0,0,2
308,259354,72.4,2,0,3
309,259355,0.1,0,0,1
310,259356,8.100000000000001,0,0,2
311,259360,3.1,0,0,1
312,259361,204.1,6,3,6
313,259364,41.9,3,0,4
314,259365,0.4,0,0,1
315,259366,68.4,2,1,2
316,259371,0.3,1,0,1
317,259372,1.5,0,0,1
318,259374,39.3,1,0,1
319,259378,26.4,2,0,2
320,259379,0.1,0,0,1
321,259382,1.2,0,0,1
322,259383,20.3,2,0,4
323,259384,66.9,0,1,3
324,259385,2.2,0,0,1
325,259386,0.2,0,0,1
326,259387,2.2,0,0,1
327,259388,0.2,0,0,1
328,259390,37.3,1,0,2
329,259393,72.9,3,1,7
330,259395,45.3,2,0,3
331,259398,358.1,2,2,6
332,259400,23.5,0,1,1
333,259401,64.80000000000001,2,1,2
334,259402,10.4,1,0,4
335,259407,2.2,0,0,1
336,259408,485.0,1,2,7
337,259410,12.3,1,0,1
338,259412,14.299999999999999,0,0,2
339,259418,26.4,2,0,5
340,259421,0.1,0,0,1
341,259422,2.8000000000000003,0,0,2
342,259424,1.0,0,0,2
343,259426,28.4,3,0,3
344,259427,111.89999999999999,7,0,11
345,259429,1339.2,7,20,60
346,259433,10.6,1,0,1
347,259435,43.300000000000004,1,0,2
348,259436,78.2,0,0,3
349,259437,99.2,0,0,6
350,259440,3.5,0,0,1
351,259441,18.2,2,0,2
352,259442,3.9,0,0,1
353,259443,0.1,0,0,1
354,259445,92.1,1,1,2
355,259446,27.8,1,0,1
356,259447,199.8,1,2,3
357,259451,55.599999999999994,2,1,2
358,259452,0.1,0,0,1
359,259454,102.9,0,2,4
360,259456,0.1,0,0,1
361,259457,14.8,1,0,1
362,259458,0.5,0,0,1
363,259459,0.8,0,0,1
364,259460,9.7,1,0,4
365,259462,56.599999999999994,2,1,2
366,259463,0.1,0,0,1
367,259464,26.8,1,0,1
368,259465,32.3,1,0,1
369,259473,122.5,0,0,6
370,259474,119.4,4,0,9
371,259476,90.8,3,0,6
372,259477,1.2,0,0,1
373,259478,25.6,0,0,2
374,259480,0.1,0,0,1
375,259482,428.9,3,3,5
376,259483,109.0,3,1,19
377,259484,0.1,0,0,1
378,259485,0.1,0,0,1
379,259486,46.1,3,1,5
380,259487,73.6,2,0,2
381,259488,0.9,0,0,1
382,259489,44.8,1,0,1
383,259490,1.1,0,0,1
384,259491,105.7,3,2,3
385,259494,944.7,7,11,16
386,259496,2.4,0,0,1
387,259497,5.0,0,0,1
388,259501,0.1,0,0,1
389,259503,7.3,0,0,2
390,259504,2899.1,17,24,48
391,259506,592.0999999999999,7,0,15
392,259507,0.1,0,0,1
393,259510,218.6,9,1,13
394,259513,9.7,1,0,1
395,259515,1.8,0,0,1
396,259517,2.3,0,0,1
397,259518,39.3,3,0,5
398,259519,91.6,1,1,5
399,259520,3.0,0,0,1
400,259523,294.3,3,6,12
401,259524,2870.1,19,15,51
402,259525,7.5,1,0,1
403,259528,1.1,1,0,1
404,259529,0.2,0,0,1
405,259530,2.1,0,0,1
406,259533,1262.1,16,7,25
407,259534,10.399999999999999,1,0,2
408,259535,0.3,0,0,1
409,259536,0.3,0,0,1
410,259537,0.8,0,0,1
411,259538,2.2,0,0,1
412,259541,0.3,0,0,1
413,259545,22.2,1,0,2
414,259547,13.4,1,0,1
415,259548,38.9,1,0,1
416,259549,693.1999999999999,2,7,15
417,259557,17.2,1,0,1
418,259558,0.4,0,0,1
419,259559,7.4,1,0,1
420,259560,1.9,1,0,1
421,259561,17.2,1,0,2
422,259564,9.7,0,0,1
423,259565,5.4,0,0,1
424,259567,1.3,0,0,1
425,259568,183.4,4,1,10
426,259570,3.9,0,0,1
427,259572,17.3,0,0,1
428,259573,12.8,0,1,1
429,259574,20.200000000000003,1,0,3
430,259575,61.9,2,1,2
431,259577,1.0,0,0,1
432,259579,0.5,0,0,1
433,259581,20.7,1,0,2
434,259582,0.1,0,0,1
435,259587,0.5,0,0,1
436,259589,0.4,0,0,1
437,259590,118.2,2,2,4
438,259593,0.1,0,0,1
439,259596,1.5,0,0,1
440,259601,72.6,2,0,3
441,259602,1.9,0,0,1
442,259603,13.7,0,1,1
443,259606,2.7,0,0,2
444,259607,2.4,0,0,1
445,259608,0.1,0,0,1
446,259610,0.2,0,0,1
447,259611,14.5,1,0,2
448,259613,22.8,1,0,1
449,259614,76.4,0,0,10
450,259619,1.4,0,0,1
451,259620,47.599999999999994,3,0,4
452,259622,82.69999999999999,2,1,2
453,259623,8.0,1,0,1
454,259624,13.799999999999999,1,0,2
455,259630,0.2,0,0,1
456,259634,43.4,1,0,2
457,259635,42.3,2,0,2
458,259638,3.6,0,0,1
459,259640,22.5,1,0,2
460,259642,8.8,0,0,1
461,259644,2.3,0,0,1
462,259645,4.4,0,0,1
463,259652,69.80000000000001,2,0,2
464,259654,76.9,4,1,15
465,259655,24.0,1,0,2
466,259657,4415.6,7,4,63
467,259659,21.9,1,0,1
468,259662,6.6,0,0,1
469,259664,201.5,2,2,5
470,259666,0.3,0,0,1
471,259668,2.0,0,0,1
472,259670,1.3,0,0,1
473,259672,2.2,0,0,1
474,259676,5.6,0,0,1
475,259678,19.7,1,0,1
476,259679,1.8,0,0,1
477,259680,99.0,2,0,2
478,259682,68.6,1,0,1
479,259683,72.1,1,0,1
480,259684,188.8,8,3,12
481,259685,45.7,1,0,1
482,259688,0.4,0,0,1
483,259689,14.6,0,0,2
484,259692,31.2,0,0,1
485,259695,23.8,1,0,2
486,259697,19.7,0,0,1
487,259702,995.4,8,5,11
488,259703,8.8,0,0,1
489,259704,109.3,2,1,3
490,259705,0.1,0,0,1
491,259706,63.7,4,1,4
492,259708,0.3,0,0,1
493,259710,0.8,0,0,1
494,259711,120.6,2,2,4
495,259712,9.0,1,0,1
496,259715,95.7,7,0,8
497,259719,0.1,0,0,1
498,259723,0.7,0,0,1
499,259724,7.800000000000001,0,0,2
500,259726,2.1,0,0,1
501,259727,488.90000000000003,16,0,19
502,259728,25.0,0,0,1
503,259729,15.6,1,0,1
504,259730,47.099999999999994,3,0,4
505,259731,156.5,4,2,11
506,259732,6.6,1,0,1
507,259736,0.7,0,0,1
508,259737,0.1,0,0,1
509,259739,61.1,2,1,3
510,259742,3.4,0,0,1
511,259744,12.899999999999999,1,0,2
512,259745,55.7,1,0,2
513,259748,2.3,0,0,1
514,259749,0.2,0,0,1
515,259750,30.5,0,0,1
516,259752,36.1,0,0,2
517,259753,1.2,0,0,1
518,259755,3.9,0,0,1
519,259756,204.5,5,3,9
520,259759,1.2,0,0,1
521,259760,0.6,0,0,1
522,259761,446.8,3,4,6
523,259762,36.2,2,0,2
524,259763,3.2,0,0,1
525,259765,0.1,0,0,1
526,259766,33.5,1,0,1
527,259767,3823.9,38,30,113
528,259768,11.2,1,0,1
529,259777,442.3,4,5,14
530,259779,1.2,0,0,1
531,259781,231.9,3,3,12
532,259784,18.8,1,0,1
533,259787,9.6,0,0,2
534,259789,6.8,0,0,4
535,259790,1.7,0,0,1
536,259792,3.9,0,0,1
537,259795,64.0,2,0,2
538,259796,15.9,1,0,1
539,259799,4.6,0,0,1
540,259800,1.6,0,0,1
541,259804,48.3,3,0,4
542,259805,60.699999999999996,2,0,2
543,259809,30.0,2,0,2
544,259810,9.0,0,0,1
545,259815,88.19999999999999,0,0,3
546,259816,1.6,0,0,1
547,259817,9.9,0,0,3
548,259818,19.4,1,0,1
549,259819,45.9,0,0,3
550,259823,1.2,0,0,1
551,259825,2.5,0,0,1
552,259827,0.7,0,0,1
553,259829,5.6,0,0,1
554,259832,27.2,1,0,1
555,259833,1.0,0,0,1
556,259834,39.1,2,0,6
557,259838,27.4,1,0,1
558,259840,32.7,1,0,1
559,259841,2.3,0,0,3
560,259843,46.4,1,0,4
561,259846,243.29999999999998,2,3,5
562,259847,1.3,1,0,1
563,259848,0.1,0,0,1
564,259850,0.5,0,0,1
565,259855,115.3,0,0,7
566,259859,88.0,4,1,4
567,259860,3482.8,22,27,68
568,259862,6.6,1,0,1
569,259865,1075.9,15,4,32
570,259867,12.9,1,0,1
571,259868,0.7999999999999999,0,0,2
572,259869,0.2,0,0,1
573,259870,1999.5,15,8,32
574,259872,17.900000000000002,2,0,4
575,259873,0.6,0,0,1
576,259874,11.0,1,0,2
577,259875,71.7,1,1,1
578,259878,25.9,2,0,2
579,259879,0.4,0,0,1
580,259881,6.3,0,0,1
581,259882,2.1,0,0,1
582,259883,0.6,0,0,1
583,259884,1305.3,3,3,36
584,259885,2.6,0,0,1
585,259887,5.6,0,0,1
586,259889,11.1,1,0,3
587,259890,59.5,1,1,2
588,259892,37.3,2,0,2
589,259893,8.6,0,0,1
590,259894,1.4,0,0,1
591,259896,1.1,0,0,1
592,259900,0.5,0,0,1
593,259902,27.1,3,0,5
594,259912,1.1,0,0,1
595,259913,0.2,0,0,1
596,259915,3.9,0,0,2
597,259916,2.2,1,0,1
598,259920,15.0,1,0,1
599,259922,0.1,0,0,1
600,259923,41.4,0,0,2
601,259926,42.4,0,0,1
602,259927,146.3,2,0,4
603,259930,1.6,0,0,1
604,259931,1.9,0,0,1
605,259932,0.4,0,0,1
606,259938,842.2,11,12,26
607,259940,88.6,0,2,2
608,259941,0.1,0,0,1
609,259942,1.9,0,0,1
610,259950,0.4,0,0,1
611,259952,543.0,11,4,30
612,259953,998.1,7,12,24
613,259955,0.2,0,0,1
614,259957,99.0,0,2,2
615,259959,1004.4,20,14,46
616,259960,0.9,0,0,1
617,259961,0.3,0,0,1
618,259964,0.2,0,0,1
619,259965,230.89999999999998,2,2,4
620,259967,63.6,4,1,4
621,259969,168.8,4,1,14
622,259970,0.9,0,0,1
623,259972,41.0,1,1,2
624,259973,46.5,2,0,5
625,259975,11.2,1,0,1
626,259976,61.6,2,1,2
627,259978,30.1,0,0,5
628,259979,0.2,0,0,1
629,259980,0.6,0,0,1
630,259981,33.0,0,1,2
631,259982,6.2,1,0,1
632,259983,211.0,5,3,5
633,259986,21.0,0,0,1
634,259987,1.2,1,0,1
635,259990,10.200000000000001,1,0,2
636,259991,18.9,1,0,1
637,259992,82.9,1,1,1
638,259995,65.3,2,0,2
639,259996,1518.6,13,17,47
640,259997,2.0,0,0,1
641,259999,8.9,0,0,1
642,260000,11.6,1,0,2
643,260001,3.0,0,0,2
644,260002,22.2,0,1,1
645,260005,0.1,0,0,1
646,260006,10.7,0,0,1
647,260008,0.1,0,0,1
648,260009,2.3,0,0,1
649,260013,0.5,0,0,1
650,260014,88.3,1,0,1
651,260015,56.1,4,1,5
652,260016,3.9,0,0,1
653,260020,12.4,1,0,1
654,260021,2.1,0,0,1
655,260023,1.0,1,0,1
656,260024,320.1,8,4,10
657,260026,0.2,0,0,1
658,260027,0.2,0,0,1
659,260028,0.5,0,0,1
660,260029,395.3,9,6,14
661,260031,34.5,1,0,2
662,260032,61.0,2,0,5
663,260033,141.5,5,0,8
664,260035,0.1,0,0,1
665,260037,6.800000000000001,1,0,2
666,260038,44.1,3,1,6
667,260042,2965.2,25,26,70
668,260043,30.7,0,0,1
669,260045,1.1,0,0,1
670,260049,64.6,1,1,1
671,260050,0.1,0,0,1
672,260053,34.1,0,0,3
673,260054,108.9,1,1,1
674,260056,48.3,0,1,1
675,260060,50.5,2,0,4
676,260062,128.4,3,2,7
677,260064,44.7,1,0,2
678,260069,24.4,1,0,1
679,260070,41.099999999999994,2,0,2
680,260072,0.1,0,0,1
681,260075,29.5,0,1,1
682,260076,54.9,1,0,2
683,260077,11.8,1,0,1
684,260083,0.1,0,0,1
685,260084,7.4,0,0,1
686,260085,0.4,0,0,1
687,260086,10.8,1,0,1
688,260089,0.7,0,0,1
689,260091,0.7,0,0,1
690,260092,48.0,2,0,2
691,260094,0.1,0,0,1
692,260095,38.3,0,0,2
693,260097,9.0,2,0,2
694,260102,1.2,0,0,1
695,260108,6.6,1,0,1
696,260109,0.9,0,0,1
697,260111,1557.2,5,3,23
698,260112,46.6,0,1,2
699,260115,2.9,0,0,1
700,260116,6.8999999999999995,2,0,2
701,260117,24.7,2,0,2
702,260119,38.5,1,0,1
703,260122,10.1,1,0,1
704,260123,36.2,1,0,2
705,260125,3.9,0,0,1
706,260126,1685.9,17,12,28
707,260129,4.6,0,0,1
708,260130,194.3,2,1,7
709,260131,1.7,0,0,1
710,260132,1145.3,11,10,22
711,260133,1.3,0,0,1
712,260134,3.0,0,0,2
713,260135,6.7,0,0,1
714,260136,0.9,0,0,1
715,260138,0.2,0,0,1
716,260142,30.0,1,0,2
717,260145,0.4,0,0,1
718,260150,13.3,0,0,1
719,260151,5.6,0,0,1
720,260152,0.1,0,0,1
721,260153,31.6,2,0,3
722,260155,0.8,0,0,1
723,260158,5.5,0,0,1
724,260159,87.6,3,0,8
725,260160,62.9,4,1,4
726,260162,6.5,1,0,2
727,260164,477.6,4,6,11
728,260165,63.099999999999994,0,0,2
729,260168,1972.3,26,13,65
730,260169,9.6,1,1,1
731,260171,1.2,0,0,1
732,260172,1.6,0,1,1
733,260173,3941.2,28,44,126
734,260175,0.1,0,0,1
735,260176,62.8,1,0,2
736,260178,2.4,1,0,1
737,260180,48.8,0,1,1
738,260181,267.6,9,3,15
739,260183,47.7,3,0,3
740,260184,0.1,0,0,1
741,260186,0.2,0,0,1
742,260190,58.099999999999994,4,1,4
743,260192,613.6,4,4,23
744,260193,6.6,0,0,1
745,260194,0.7,0,0,1
746,260198,10.5,0,0,1
747,260200,1265.9,15,11,34
748,260203,35.8,1,0,1
749,260205,18.900000000000002,1,0,2
750,260208,4.7,0,0,1
751,260209,1.3,0,0,1
752,260211,617.1,15,9,20
753,260212,86.2,2,1,2
754,260215,3.3,0,0,1
755,260216,67.5,3,1,4
756,260217,116.5,4,3,5
757,260220,2.4,0,0,1
758,260224,0.6,0,0,1
759,260226,112.0,3,2,7
760,260228,56.6,1,1,1
761,260230,29.8,0,1,1
762,260233,1.0,0,0,1
763,260237,29.5,0,1,3
764,260238,0.1,0,0,1
765,260239,5.2,1,0,1
766,260241,0.1,0,0,1
767,260242,8.6,1,0,1
768,260244,0.2,0,0,1
769,260247,31.0,1,0,4
770,260252,8.1,0,0,1
771,260254,0.3,0,0,1
772,260256,15.3,1,0,1
773,260265,184.3,0,3,4
774,260266,0.9,0,0,1
775,260267,32.1,1,0,1
776,260269,40.0,1,0,2
777,260270,11.2,1,0,1
778,260271,13.6,1,0,4
779,260272,29.2,0,0,3
780,260273,0.3,0,0,1
781,260278,22.9,1,0,2
782,260280,0.4,0,0,1
783,260281,6.6,1,0,1
784,260285,56.0,0,0,2
785,260291,338.7,5,5,15
786,260295,144.5,4,1,11
787,260296,1.1,0,0,1
788,260297,0.7,0,0,1
789,260300,0.3,0,0,1
790,260303,10.7,1,0,1
791,260305,4.0,0,0,1
792,260306,2.4,0,0,2
793,260307,2.6,0,0,1
794,260311,0.4,0,0,1
795,260312,7.4,0,0,2
796,260314,40.599999999999994,0,0,2
797,260315,5.7,0,0,1
798,260316,0.6,0,0,1
799,260317,2.5,0,0,1
800,260321,874.0,13,2,24
801,260323,24.9,2,0,3
802,260324,416.4,5,4,6
803,260325,10.4,1,0,1
804,260327,1.1,0,0,1
805,260328,0.8,0,0,1
806,260329,422.3,6,4,21
807,260330,0.7,0,0,1
808,260332,14.4,1,0,1
809,260333,0.1,0,0,1
810,260334,43.1,2,0,11
811,260335,262.0,4,4,6
812,260338,103.80000000000001,0,1,4
813,260339,0.1,0,0,1
814,260342,55.6,0,0,1
815,260345,4258.8,37,40,101
816,260351,1.4,0,0,1
817,260353,16.3,1,0,1
818,260354,199.1,4,4,7
819,260356,1029.7,2,3,45
820,260357,3.3,0,0,1
821,260360,18.6,0,0,1
822,260364,1.8,0,0,1
823,260371,9.3,0,0,1
824,260373,7.8,0,0,3
825,260378,0.1,0,0,1
826,260382,20.1,0,0,2
827,260383,5.3,0,0,2
828,260385,10.4,1,0,1
829,260387,60.2,1,1,1
830,260389,9.4,1,0,7
831,260390,18.0,1,0,1
832,260392,2.2,0,0,1
833,260394,7.2,0,0,1
834,260396,18.1,1,0,1
835,260398,0.3,0,0,1
836,260399,11.2,1,0,1
837,260400,8.3,1,0,1
838,260402,36.3,0,0,2
839,260403,0.9,0,0,1
840,260404,1.6,0,0,1
841,260405,17.0,0,0,2
842,260406,0.7,0,0,1
843,260410,1.2,0,0,1
844,260412,44.6,3,0,3
845,260414,4.2,0,0,1
846,260415,20.8,1,0,1
847,260416,70.3,1,0,2
848,260418,56.0,2,0,2
849,260419,24.5,1,0,1
850,260423,253.8,7,1,9
851,260424,0.2,0,0,1
852,260425,0.7,1,1,1
853,260426,2.4,0,0,1
854,260429,0.5,0,0,1
855,260433,1.3,0,0,1
856,260439,0.4,0,0,1
857,260442,0.3,0,0,1
858,260448,10.6,1,0,1
859,260451,10.6,1,0,1
860,260453,6.8,0,0,1
861,260455,0.3,1,0,1
862,260458,8.5,0,0,1
863,260459,2.5,0,0,2
864,260464,51.5,2,1,2
865,260465,3725.8,41,43,118
866,260466,0.9,0,0,1
867,260467,1.0,1,1,1
868,260468,5.9,0,0,1
869,260473,4.0,0,0,1
870,260477,800.5,9,9,27
871,260479,0.2,0,0,1
872,260480,0.8,0,0,1
873,260481,7.8,1,0,1
874,260483,3.1,0,0,1
875,260484,8.2,1,0,1
876,260485,14.8,0,0,2
877,260486,2063.0,22,16,32
878,260487,31.7,2,0,3
879,260488,0.2,1,0,1
880,260489,67.8,0,1,1
881,260492,20.6,0,4,3
882,260493,0.4,0,0,1
883,260494,360.7,5,5,9
884,260495,0.1,0,0,1
885,260496,7.3,0,0,1
886,260497,44.8,1,0,1
887,260499,7.6,1,0,3
888,260500,4.4,0,0,1
889,260504,6.6,1,0,1
890,260508,0.6000000000000001,0,0,2
891,260510,0.2,0,0,1
892,260512,2.1,0,0,1
893,260516,1.3,0,0,2
894,260519,264.29999999999995,2,2,3
895,260531,12.2,0,0,1
896,260532,0.1,0,0,1
897,260535,0.4,0,0,1
898,260537,0.2,1,0,1
899,260538,0.5,0,0,1
900,260541,1.9,0,0,1
901,260542,0.2,0,0,1
902,260547,53.099999999999994,1,0,2
903,260548,1.3,0,0,1
904,260549,1014.0,13,7,44
905,260550,0.2,0,0,1
906,260563,5.1,0,0,1
907,260565,3.5999999999999996,0,0,3
908,260566,0.1,0,0,1
909,260567,119.6,1,2,3
910,260568,60.3,1,1,1
