,student_id,minutes_watched,engagement_quizzes,engagement_exams,engagement_lessons,hub_questions_taken
164,259070,715.1,3,0,19,0.0
165,259071,53.6,2,0,2,0.0
166,259072,1.8,0,0,1,0.0
167,259077,10.2,0,0,1,0.0
168,259078,0.9,0,0,1,0.0
169,259079,0.2,0,0,1,0.0
170,259080,156.4,1,1,3,0.0
171,259084,17.0,0,0,2,0.0
172,259085,0.9,0,0,1,0.0
173,259086,5.3,0,0,1,0.0
174,259088,86.5,2,1,4,0.0
175,259090,10.0,1,0,1,0.0
176,259093,99.1,0,1,2,0.0
177,259095,0.1,0,0,1,0.0
178,259097,12.2,1,0,1,0.0
179,259098,20.1,1,0,2,0.0
180,259099,1.1,0,0,1,0.0
181,259101,1.9000000000000001,0,0,2,0.0
182,259102,0.2,0,0,1,0.0
183,259103,13.7,0,0,1,0.0
184,259104,0.7,0,0,1,0.0
185,259105,128.0,4,2,7,0.0
186,259106,2862.2,5,10,75,0.0
187,259108,28.099999999999998,1,0,4,0.0
188,259110,68.6,1,1,3,0.0
189,259113,0.4,1,0,1,0.0
190,259114,2.0,0,0,1,0.0
191,259115,0.7,0,0,1,0.0
192,259116,37.9,1,0,1,0.0
193,259118,98.1,1,2,4,0.0
194,259121,60.0,1,1,2,0.0
195,259123,66.0,2,0,3,0.0
196,259125,5.6,1,0,1,0.0
197,259126,4.9,0,0,1,0.0
198,259127,2.1,0,0,1,0.0
199,259132,5.8999999999999995,0,0,3,0.0
200,259133,2.4,0,0,1,0.0
201,259134,13.6,1,0,1,0.0
202,259137,6.0,0,0,1,0.0
203,259138,12.6,0,0,1,0.0
204,259143,24.200000000000003,1,0,2,0.0
205,259144,3.0,0,0,1,0.0
206,259145,0.3,0,0,1,0.0
207,259146,3.3,0,0,1,0.0
208,259149,38.2,1,0,1,0.0
209,259150,0.2,0,0,1,0.0
210,259152,10.7,1,0,2,0.0
211,259155,377.9,3,3,7,0.0
212,259156,2.4,0,0,1,0.0
213,259158,0.5,0,0,1,0.0
214,259160,1.0,0,1,1,0.0
215,259164,0.7,0,0,1,0.0
216,259165,0.2,0,0,1,0.0
217,259166,0.0,1,0,0,0.0
218,259167,10.5,1,0,2,0.0
219,259170,1.2,0,0,1,0.0
220,259171,317.7,2,4,7,0.0
221,259172,7.4,1,0,1,0.0
222,259174,5022.6,29,37,95,14.0
223,259178,44.4,1,1,3,0.0
224,259180,50.1,0,0,4,0.0
225,259181,0.1,0,0,1,0.0
226,259183,18.3,1,0,2,0.0
227,259184,0.1,0,0,1,0.0
228,259187,9.5,1,0,2,0.0
229,259188,4.3,1,0,1,0.0
230,259190,12.6,1,0,2,0.0
231,259191,1.0,0,0,1,0.0
232,259192,0.4,0,0,1,0.0
233,259195,32.2,1,0,1,0.0
234,259196,3.2,0,0,1,0.0
235,259198,52.5,0,0,7,0.0
236,259199,19.4,1,0,1,0.0
237,259201,2.0,0,0,1,0.0
238,259203,15.7,1,0,2,0.0
239,259204,0.3,0,0,1,0.0
240,259205,9.8,1,0,2,0.0
241,259207,1.0,0,0,2,0.0
242,259209,245.29999999999998,3,4,6,0.0
243,259210,43.599999999999994,2,0,2,0.0
244,259211,44.9,2,0,4,0.0
245,259213,1.4,0,0,1,0.0
246,259214,0.2,0,1,1,0.0
247,259217,8.2,1,0,1,0.0
248,259222,0.1,0,0,1,0.0
249,259223,0.7,0,0,1,0.0
250,259225,0.6,0,0,1,0.0
251,259226,6.3,0,1,2,0.0
252,259229,2.7,1,0,4,0.0
253,259231,0.1,0,0,1,0.0
254,259232,34.7,0,1,1,0.0
255,259233,68.8,1,1,1,0.0
256,259239,51.3,2,1,2,0.0
257,259240,2.6,0,0,2,0.0
258,259242,9.2,1,0,1,0.0
259,259244,110.0,1,0,1,0.0
260,259246,30.9,1,0,1,0.0
261,259247,75.2,0,2,2,0.0
262,259250,6.5,0,0,1,0.0
263,259254,43.4,2,0,4,0.0
264,259257,0.0,0,1,0,0.0
265,259258,1400.4,19,14,44,0.0
266,259260,95.1,3,1,5,0.0
267,259261,16.6,1,0,2,0.0
268,259262,993.1,11,3,43,1.0
269,259264,64.5,2,1,2,0.0
270,259266,10.8,0,1,1,0.0
271,259267,11.5,1,0,1,0.0
272,259268,1393.7,2,6,20,0.0
273,259269,24.1,2,0,2,0.0
274,259271,13.1,1,1,2,0.0
275,259273,27.7,1,0,2,0.0
276,259274,0.6,0,0,1,0.0
277,259275,0.5,0,0,1,0.0
278,259276,19.2,0,1,1,0.0
279,259278,22.5,2,0,2,0.0
280,259283,1815.5,35,23,102,2.0
281,259284,143.5,2,2,3,0.0
282,259286,1.1,0,0,1,0.0
283,259289,35.4,1,0,1,0.0
284,259297,238.9,3,3,5,0.0
285,259298,1.9,0,0,1,0.0
286,259299,6.6,1,0,1,0.0
287,259300,470.3,10,2,25,0.0
288,259305,571.3,2,5,16,0.0
289,259306,0.3,0,0,1,0.0
290,259307,3.2,0,0,2,0.0
291,259311,0.3,0,0,1,0.0
292,259315,0.6,0,0,1,0.0
293,259316,0.2,0,0,1,0.0
294,259317,24.8,0,0,3,0.0
295,259318,102.1,1,1,1,0.0
296,259319,0.1,0,0,1,0.0
297,259322,43.8,1,0,1,0.0
298,259325,0.1,0,0,1,0.0
299,259326,2.9,0,0,1,0.0
300,259328,63.199999999999996,2,2,2,0.0
301,259329,1.1,0,0,2,0.0
302,259333,15.4,0,0,1,0.0
303,259337,0.1,0,0,1,0.0
304,259343,11.0,1,0,1,0.0
305,259344,8.8,1,0,1,0.0
306,259345,13.0,1,0,1,0.0
307,259349,1.7,0,0,1,0.0
308,259350,365.7,2,0,5,0.0
309,259351,1.5999999999999999,0,0,2,0.0
310,259354,72.4,2,0,3,0.0
311,259355,0.1,0,0,1,0.0
312,259356,8.100000000000001,0,0,2,0.0
313,259360,3.1,0,0,1,0.0
314,259361,204.1,6,3,6,0.0
315,259364,41.9,3,0,4,0.0
316,259365,0.4,0,0,1,0.0
317,259366,68.4,2,1,2,0.0
318,259371,0.3,1,0,1,0.0
319,259372,1.5,0,0,1,0.0
320,259374,39.3,1,0,1,0.0
321,259378,26.4,2,0,2,0.0
322,259379,0.1,0,0,1,0.0
323,259382,1.2,0,0,1,0.0
324,259383,20.3,2,0,4,0.0
325,259384,66.9,0,1,3,0.0
326,259385,2.2,0,0,1,0.0
327,259386,0.2,0,0,1,0.0
328,259387,2.2,0,0,1,0.0
329,259388,0.2,0,0,1,0.0
330,259390,37.3,1,0,2,0.0
331,259393,72.9,3,1,7,0.0
332,259395,45.3,2,0,3,0.0
333,259398,358.1,2,2,6,0.0
334,259400,23.5,0,1,1,0.0
335,259401,64.80000000000001,2,1,2,0.0
336,259402,10.4,1,0,4,0.0
337,259403,0.0,1,0,0,0.0
338,259407,2.2,0,0,1,0.0
339,259408,485.0,1,2,7,0.0
340,259410,12.3,1,0,1,0.0
341,259412,14.299999999999999,0,0,2,0.0
342,259418,26.4,2,0,5,0.0
343,259421,0.1,0,0,1,0.0
344,259422,2.8000000000000003,0,0,2,0.0
345,259424,1.0,0,0,2,0.0
346,259426,28.4,3,0,3,0.0
347,259427,111.89999999999999,7,0,11,0.0
348,259429,1339.2,7,20,60,0.0
349,259433,10.6,1,0,1,0.0
350,259435,43.300000000000004,1,0,2,0.0
351,259436,78.2,0,0,3,0.0
352,259437,99.2,0,0,6,0.0
353,259440,3.5,0,0,1,0.0
354,259441,18.2,2,0,2,0.0
355,259442,3.9,0,0,1,0.0
356,259443,0.1,0,0,1,0.0
357,259445,92.1,1,1,2,0.0
358,259446,27.8,1,0,1,0.0
359,259447,199.8,1,2,3,0.0
360,259451,55.599999999999994,2,1,2,0.0
361,259452,0.1,0,0,1,0.0
362,259454,102.9,0,2,4,0.0
363,259456,0.1,0,0,1,0.0
364,259457,14.8,1,0,1,0.0
365,259458,0.5,0,0,1,0.0
366,259459,0.8,0,0,1,0.0
367,259460,9.7,1,0,4,0.0
368,259462,56.599999999999994,2,1,2,0.0
369,259463,0.1,0,0,1,0.0
370,259464,26.8,1,0,1,0.0
371,259465,32.3,1,0,1,0.0
372,259473,122.5,0,0,6,0.0
373,259474,119.4,4,0,9,0.0
374,259476,90.8,3,0,6,0.0
375,259477,1.2,0,0,1,0.0
376,259478,25.6,0,0,2,0.0
377,259480,0.1,0,0,1,0.0
378,259482,428.9,3,3,5,0.0
379,259483,109.0,3,1,19,0.0
380,259484,0.1,0,0,1,0.0
381,259485,0.1,0,0,1,0.0
382,259486,46.1,3,1,5,0.0
383,259487,73.6,2,0,2,0.0
384,259488,0.9,0,0,1,0.0
385,259489,44.8,1,0,1,0.0
386,259490,1.1,0,0,1,0.0
387,259491,105.7,3,2,3,0.0
388,259494,944.7,7,11,16,0.0
389,259496,2.4,0,0,1,0.0
390,259497,5.0,0,0,1,0.0
391,259501,0.1,0,0,1,0.0
392,259503,7.3,0,0,2,0.0
393,259504,2899.1,17,24,48,0.0
394,259506,592.0999999999999,7,0,15,0.0
395,259507,0.1,0,0,1,0.0
396,259510,218.6,9,1,13,0.0
397,259513,9.7,1,0,1,0.0
398,259515,1.8,0,0,1,0.0
399,259517,2.3,0,0,1,0.0
400,259518,39.3,3,0,5,0.0
401,259519,91.6,1,1,5,0.0
402,259520,3.0,0,0,1,0.0
403,259523,294.3,3,6,12,0.0
404,259524,2870.1,19,15,51,2.0
405,259525,7.5,1,0,1,0.0
406,259528,1.1,1,0,1,0.0
407,259529,0.2,0,0,1,0.0
408,259530,2.1,0,0,1,0.0
409,259533,1262.1,16,7,25,0.0
410,259534,10.399999999999999,1,0,2,0.0
411,259535,0.3,0,0,1,0.0
412,259536,0.3,0,0,1,0.0
413,259537,0.8,0,0,1,0.0
414,259538,2.2,0,0,1,0.0
415,259541,0.3,0,0,1,0.0
416,259545,22.2,1,0,2,0.0
417,259547,13.4,1,0,1,0.0
418,259548,38.9,1,0,1,0.0
419,259549,693.1999999999999,2,7,15,0.0
420,259557,17.2,1,0,1,0.0
421,259558,0.4,0,0,1,0.0
422,259559,7.4,1,0,1,0.0
423,259560,1.9,1,0,1,0.0
424,259561,17.2,1,0,2,0.0
425,259564,9.7,0,0,1,0.0
426,259565,5.4,0,0,1,0.0
427,259567,1.3,0,0,1,0.0
428,259568,183.4,4,1,10,0.0
429,259570,3.9,0,0,1,0.0
430,259572,17.3,0,0,1,0.0
431,259573,12.8,0,1,1,0.0
432,259574,20.200000000000003,1,0,3,0.0
433,259575,61.9,2,1,2,0.0
434,259577,1.0,0,0,1,0.0
435,259579,0.5,0,0,1,0.0
436,259581,20.7,1,0,2,0.0
437,259582,0.1,0,0,1,0.0
438,259587,0.5,0,0,1,0.0
439,259589,0.4,0,0,1,0.0
440,259590,118.2,2,2,4,0.0
441,259593,0.1,0,0,1,0.0
442,259596,1.5,0,0,1,0.0
443,259601,72.6,2,0,3,0.0
444,259602,1.9,0,0,1,0.0
445,259603,13.7,0,1,1,0.0
446,259606,2.7,0,0,2,0.0
447,259607,2.4,0,0,1,0.0
448,259608,0.1,0,0,1,0.0
449,259610,0.2,0,0,1,0.0
450,259611,14.5,1,0,2,0.0
451,259613,22.8,1,0,1,0.0
452,259614,76.4,0,0,10,0.0
453,259619,1.4,0,0,1,0.0
454,259620,47.599999999999994,3,0,4,0.0
455,259622,82.69999999999999,2,1,2,0.0
456,259623,8.0,1,0,1,0.0
457,259624,13.799999999999999,1,0,2,0.0
458,259630,0.2,0,0,1,0.0
459,259634,43.4,1,0,2,0.0
460,259635,42.3,2,0,2,0.0
461,259638,3.6,0,0,1,0.0
462,259640,22.5,1,0,2,0.0
463,259642,8.8,0,0,1,0.0
464,259644,2.3,0,0,1,0.0
465,259645,4.4,0,0,1,0.0
466,259652,69.80000000000001,2,0,2,0.0
467,259654,76.9,4,1,15,0.0
468,259655,24.0,1,0,2,0.0
469,259657,4415.6,7,4,63,0.0
470,259659,21.9,1,0,1,0.0
471,259662,6.6,0,0,1,0.0
472,259664,201.5,2,2,5,0.0
473,259666,0.3,0,0,1,0.0
474,259668,2.0,0,0,1,0.0
475,259670,1.3,0,0,1,0.0
476,259672,2.2,0,0,1,0.0
477,259676,5.6,0,0,1,0.0
478,259678,19.7,1,0,1,0.0
479,259679,1.8,0,0,1,0.0
480,259680,99.0,2,0,2,0.0
481,259682,68.6,1,0,1,0.0
482,259683,72.1,1,0,1,0.0
483,259684,188.8,8,3,12,0.0
484,259685,45.7,1,0,1,0.0
485,259688,0.4,0,0,1,0.0
486,259689,14.6,0,0,2,0.0
487,259692,31.2,0,0,1,0.0
488,259695,23.8,1,0,2,0.0
489,259697,19.7,0,0,1,0.0
490,259702,995.4,8,5,11,0.0
491,259703,8.8,0,0,1,0.0
492,259704,109.3,2,1,3,0.0
493,259705,0.1,0,0,1,0.0
494,259706,63.7,4,1,4,0.0
495,259708,0.3,0,0,1,0.0
496,259710,0.8,0,0,1,0.0
497,259711,120.6,2,2,4,0.0
498,259712,9.0,1,0,1,0.0
499,259715,95.7,7,0,8,0.0
500,259719,0.1,0,0,1,0.0
501,259723,0.7,0,0,1,0.0
502,259724,7.800000000000001,0,0,2,0.0
503,259726,2.1,0,0,1,0.0
504,259727,488.90000000000003,16,0,19,0.0
505,259728,25.0,0,0,1,0.0
506,259729,15.6,1,0,1,0.0
507,259730,47.099999999999994,3,0,4,0.0
508,259731,156.5,4,2,11,0.0
509,259732,6.6,1,0,1,0.0
510,259736,0.7,0,0,1,0.0
511,259737,0.1,0,0,1,0.0
512,259739,61.1,2,1,3,0.0
513,259742,3.4,0,0,1,0.0
514,259744,12.899999999999999,1,0,2,0.0
515,259745,55.7,1,0,2,0.0
516,259748,2.3,0,0,1,0.0
517,259749,0.2,0,0,1,0.0
518,259750,30.5,0,0,1,0.0
519,259752,36.1,0,0,2,0.0
520,259753,1.2,0,0,1,0.0
521,259755,3.9,0,0,1,0.0
522,259756,204.5,5,3,9,0.0
523,259759,1.2,0,0,1,0.0
524,259760,0.6,0,0,1,0.0
525,259761,446.8,3,4,6,0.0
526,259762,36.2,2,0,2,0.0
527,259763,3.2,0,0,1,0.0
528,259765,0.1,0,0,1,0.0
529,259766,33.5,1,0,1,0.0
530,259767,3823.9,38,30,113,3.0
531,259768,11.2,1,0,1,0.0
532,259777,442.3,4,5,14,0.0
533,259779,1.2,0,0,1,0.0
534,259781,231.9,3,3,12,0.0
535,259784,18.8,1,0,1,0.0
536,259787,9.6,0,0,2,0.0
537,259789,6.8,0,0,4,0.0
538,259790,1.7,0,0,1,0.0
539,259792,3.9,0,0,1,0.0
540,259795,64.0,2,0,2,0.0
541,259796,15.9,1,0,1,0.0
542,259799,4.6,0,0,1,0.0
543,259800,1.6,0,0,1,0.0
544,259804,48.3,3,0,4,0.0
545,259805,60.699999999999996,2,0,2,0.0
546,259809,30.0,2,0,2,0.0
547,259810,9.0,0,0,1,0.0
548,259815,88.19999999999999,0,0,3,0.0
549,259816,1.6,0,0,1,0.0
550,259817,9.9,0,0,3,0.0
551,259818,19.4,1,0,1,0.0
552,259819,45.9,0,0,3,0.0
553,259823,1.2,0,0,1,0.0
554,259825,2.5,0,0,1,0.0
555,259827,0.7,0,0,1,0.0
556,259829,5.6,0,0,1,0.0
557,259832,27.2,1,0,1,0.0
558,259833,1.0,0,0,1,0.0
559,259834,39.1,2,0,6,0.0
560,259838,27.4,1,0,1,0.0
561,259840,32.7,1,0,1,0.0
562,259841,2.3,0,0,3,0.0
563,259843,46.4,1,0,4,0.0
564,259846,243.29999999999998,2,3,5,0.0
565,259847,1.3,1,0,1,0.0
566,259848,0.1,0,0,1,0.0
567,259850,0.5,0,0,1,0.0
568,259855,115.3,0,0,7,0.0
569,259859,88.0,4,1,4,0.0
570,259860,3482.8,22,27,68,1.0
571,259862,6.6,1,0,1,0.0
572,259865,1075.9,15,4,32,0.0
573,259867,12.9,1,0,1,0.0
574,259868,0.7999999999999999,0,0,2,0.0
575,259869,0.2,0,0,1,0.0
576,259870,1999.5,15,8,32,0.0
577,259872,17.900000000000002,2,0,4,0.0
578,259873,0.6,0,0,1,0.0
579,259874,11.0,1,0,2,0.0
580,259875,71.7,1,1,1,0.0
581,259878,25.9,2,0,2,0.0
582,259879,0.4,0,0,1,0.0
583,259881,6.3,0,0,1,0.0
584,259882,2.1,0,0,1,0.0
585,259883,0.6,0,0,1,0.0
586,259884,1305.3,3,3,36,0.0
587,259885,2.6,0,0,1,0.0
588,259887,5.6,0,0,1,0.0
589,259889,11.1,1,0,3,0.0
590,259890,59.5,1,1,2,0.0
591,259892,37.3,2,0,2,0.0
592,259893,8.6,0,0,1,0.0
593,259894,1.4,0,0,1,0.0
594,259896,1.1,0,0,1,0.0
595,259900,0.5,0,0,1,0.0
596,259902,27.1,3,0,5,0.0
597,259912,1.1,0,0,1,0.0
598,259913,0.2,0,0,1,0.0
599,259915,3.9,0,0,2,0.0
600,259916,2.2,1,0,1,0.0
601,259920,15.0,1,0,1,0.0
602,259922,0.1,0,0,1,0.0
603,259923,41.4,0,0,2,0.0
604,259926,42.4,0,0,1,0.0
605,259927,146.3,2,0,4,0.0
606,259930,1.6,0,0,1,0.0
607,259931,1.9,0,0,1,0.0
608,259932,0.4,0,0,1,0.0
609,259938,842.2,11,12,26,0.0
610,259940,88.6,0,2,2,0.0
611,259941,0.1,0,0,1,0.0
612,259942,1.9,0,0,1,0.0
613,259943,0.0,1,0,0,0.0
614,259950,0.4,0,0,1,0.0
615,259952,543.0,11,4,30,0.0
616,259953,998.1,7,12,24,0.0
617,259955,0.2,0,0,1,0.0
618,259957,99.0,0,2,2,0.0
619,259959,1004.4,20,14,46,0.0
620,259960,0.9,0,0,1,0.0
621,259961,0.3,0,0,1,0.0
622,259964,0.2,0,0,1,0.0
623,259965,230.89999999999998,2,2,4,0.0
624,259967,63.6,4,1,4,0.0
625,259969,168.8,4,1,14,0.0
626,259970,0.9,0,0,1,0.0
627,259972,41.0,1,1,2,0.0
628,259973,46.5,2,0,5,0.0
629,259975,11.2,1,0,1,0.0
630,259976,61.6,2,1,2,0.0
631,259978,30.1,0,0,5,0.0
632,259979,0.2,0,0,1,0.0
633,259980,0.6,0,0,1,0.0
634,259981,33.0,0,1,2,0.0
635,259982,6.2,1,0,1,0.0
636,259983,211.0,5,3,5,0.0
637,259986,21.0,0,0,1,0.0
638,259987,1.2,1,0,1,0.0
639,259990,10.200000000000001,1,0,2,0.0
640,259991,18.9,1,0,1,0.0
641,259992,82.9,1,1,1,0.0
642,259995,65.3,2,0,2,0.0
643,259996,1518.6,13,17,47,0.0
644,259997,2.0,0,0,1,0.0
645,259999,8.9,0,0,1,0.0
646,260000,11.6,1,0,2,0.0
647,260001,3.0,0,0,2,0.0
648,260002,22.2,0,1,1,0.0
649,260005,0.1,0,0,1,0.0
650,260006,10.7,0,0,1,0.0
651,260008,0.1,0,0,1,0.0
652,260009,2.3,0,0,1,0.0
653,260013,0.5,0,0,1,0.0
654,260014,88.3,1,0,1,0.0
655,260015,56.1,4,1,5,0.0
656,260016,3.9,0,0,1,0.0
657,260020,12.4,1,0,1,0.0
658,260021,2.1,0,0,1,0.0
659,260023,1.0,1,0,1,0.0
660,260024,320.1,8,4,10,0.0
661,260026,0.2,0,0,1,0.0
662,260027,0.2,0,0,1,0.0
663,260028,0.5,0,0,1,0.0
664,260029,395.3,9,6,14,0.0
665,260031,34.5,1,0,2,0.0
666,260032,61.0,2,0,5,0.0
667,260033,141.5,5,0,8,0.0
668,260035,0.1,0,0,1,0.0
669,260037,6.800000000000001,1,0,2,0.0
670,260038,44.1,3,1,6,0.0
671,260042,2965.2,25,26,70,0.0
672,260043,30.7,0,0,1,0.0
673,260045,1.1,0,0,1,0.0
674,260049,64.6,1,1,1,0.0
675,260050,0.1,0,0,1,0.0
676,260053,34.1,0,0,3,0.0
677,260054,108.9,1,1,1,0.0
678,260056,48.3,0,1,1,0.0
679,260060,50.5,2,0,4,0.0
680,260062,128.4,3,2,7,0.0
681,260064,44.7,1,0,2,0.0
682,260069,24.4,1,0,1,0.0
683,260070,41.099999999999994,2,0,2,0.0
684,260072,0.1,0,0,1,0.0
685,260075,29.5,0,1,1,0.0
686,260076,54.9,1,0,2,0.0
687,260077,11.8,1,0,1,0.0
688,260083,0.1,0,0,1,0.0
689,260084,7.4,0,0,1,0.0
690,260085,0.4,0,0,1,0.0
691,260086,10.8,1,0,1,0.0
692,260089,0.7,0,0,1,0.0
693,260091,0.7,0,0,1,0.0
694,260092,48.0,2,0,2,0.0
695,260094,0.1,0,0,1,0.0
696,260095,38.3,0,0,2,0.0
697,260097,9.0,2,0,2,0.0
698,260102,1.2,0,0,1,0.0
699,260108,6.6,1,0,1,0.0
700,260109,0.9,0,0,1,0.0
701,260111,1557.2,5,3,23,0.0
702,260112,46.6,0,1,2,0.0
703,260115,2.9,0,0,1,0.0
704,260116,6.8999999999999995,2,0,2,0.0
705,260117,24.7,2,0,2,0.0
706,260119,38.5,1,0,1,0.0
707,260122,10.1,1,0,1,0.0
708,260123,36.2,1,0,2,0.0
709,260125,3.9,0,0,1,0.0
710,260126,1685.9,17,12,28,0.0
711,260129,4.6,0,0,1,0.0
712,260130,194.3,2,1,7,0.0
713,260131,1.7,0,0,1,0.0
714,260132,1145.3,11,10,22,0.0
715,260133,1.3,0,0,1,0.0
716,260134,3.0,0,0,2,0.0
717,260135,6.7,0,0,1,0.0
718,260136,0.9,0,0,1,0.0
719,260138,0.2,0,0,1,0.0
